2.212408669495883051e-01 2.646157193571000918e-02 -4.658151209578111941e-03 7.370131302183810344e-03 -7.506464780322115752e-04 1.650520696644267385e-04 6.755988344266169360e-06 4.281091289435510171e-04 -4.359541370366760678e-04 4.370332825264390672e-04 3.883439786952961161e-04 1.806123712163375337e-04 2.942028429380399795e-04 1.047631233190568430e-04 -5.587212057442327191e-05 -2.056729088055894098e-04 -3.811710642364896085e-05 -9.964683519140056414e-05 -3.136026898250349139e-05 1.114345794386806075e-04 3.980385463136539692e-05
2.646157193571000918e-02 9.946571328726352967e-02 3.913413930741062156e-04 -3.127810008448408605e-03 -3.679322732686053383e-03 -1.535858104708582271e-03 4.378080744744738766e-04 -6.936703555293800968e-04 -2.954607180009401635e-04 2.408843625752108146e-04 1.127090688720931765e-04 -2.433484925076946767e-05 -2.041679645479931515e-04 -5.175868635109324371e-05 1.088592915566513895e-04 -2.290620787352021519e-04 -3.447107907772958208e-06 -1.023059820420741696e-05 -3.261526559732574063e-05 -7.890390773967840353e-06 -5.887358622686181168e-06
-4.658151209578111941e-03 3.913413930741062156e-04 3.727137202789168602e-02 -2.424574460401432289e-04 -1.310287341909784596e-03 2.352471105508534169e-04 8.020780305202745812e-04 -4.483997576761302654e-05 3.622949469561813677e-04 -2.212300636699790870e-04 1.337342906744956399e-04 1.376568218726313914e-04 1.391336218456986295e-04 -1.457059270582439514e-05 -1.579236881838029115e-04 -7.875206287181766327e-07 -3.827688398022363971e-05 5.048406766228579466e-05 7.415086227765257324e-05 8.899211571125201301e-05 -2.602950415361269420e-05
7.370131302183810344e-03 -3.127810008448408605e-03 -2.424574460401432289e-04 1.917570749492033405e-02 6.095862957824811504e-04 5.557325370354376836e-04 -5.274494395202822955e-04 -3.263086155364995178e-04 6.236701883852747974e-05 2.218077421358266143e-04 1.120143815660222970e-04 -7.528897848469606773e-06 -6.188730956421235700e-05 6.090049316528169988e-05 2.886813061872160738e-05 5.910674565101714051e-05 4.333173708642246505e-05 2.321471002776404988e-05 4.347485902909058826e-05 1.605538373986097769e-05 3.464027856212294697e-05
-7.506464780322115752e-04 -3.679322732686053383e-03 -1.310287341909784596e-03 6.095862957824811504e-04 9.388659086082327618e-03 4.603823236955006991e-04 4.134205789457367922e-04 -1.776732007066250847e-04 4.137351721461819210e-05 1.719575360809474490e-05 1.072007586209269722e-04 1.113266469088185711e-04 1.354059034886473735e-05 -9.100402911107442966e-06 -1.114569307674808737e-06 2.191320946371902575e-05 1.022513582647129409e-05 1.968851718957019805e-05 2.420378757261459573e-05 3.297489457938797660e-05 3.402012682068343368e-05
1.650520696644267385e-04 -1.535858104708582271e-03 2.352471105508534169e-04 5.557325370354376836e-04 4.603823236955006991e-04 4.896814006783163642e-03 -5.543153506042910095e-05 4.839674099627932829e-04 1.045811787973383380e-04 -5.226086774991492380e-05 5.315421368960987735e-05 2.331802422419398661e-05 3.184431564823644607e-05 2.893469053204063396e-05 8.786277970624710066e-06 1.590242076693431348e-05 -2.813149845060224024e-07 3.159730431339335758e-06 -2.416524795793944901e-05 1.321735204744193275e-05 -3.104265815975960523e-06
6.755988344266169360e-06 4.378080744744738766e-04 8.020780305202745812e-04 -5.274494395202822955e-04 4.134205789457367922e-04 -5.543153506042910095e-05 2.435547607089541110e-03 1.885857048387175946e-04 1.270254892428946888e-04 -4.635041736158949753e-05 6.955584979569216080e-06 -2.506070863189896296e-05 -2.542205251359264787e-05 1.961555985094187577e-05 -6.217384435352114500e-06 1.183191482631818830e-05 -4.310717497524793155e-06 -7.800085381120786356e-06 -1.439705988916777209e-05 8.860325049821472269e-06 1.752042658620545852e-05
4.281091289435510171e-04 -6.936703555293800968e-04 -4.483997576761302654e-05 -3.263086155364995178e-04 -1.776732007066250847e-04 4.839674099627932829e-04 1.885857048387175946e-04 1.158752214987820170e-03 1.401033816783099531e-04 -3.761170295153566748e-05 -2.171929648292353896e-05 2.003106667506640980e-05 4.178913901547075974e-06 6.760336085476984901e-05 -1.299775099353040344e-05 -1.193566132440116393e-05 -5.115886831084870576e-07 -9.537880693112969987e-07 -1.060746371288622871e-05 -1.287003075030584620e-05 1.041046513770573320e-05
-4.359541370366760678e-04 -2.954607180009401635e-04 3.622949469561813677e-04 6.236701883852747974e-05 4.137351721461819210e-05 1.045811787973383380e-04 1.270254892428946888e-04 1.401033816783099531e-04 5.096668964944598128e-04 3.643161926197189892e-05 5.323411890530890044e-06 6.838560645945171365e-06 1.555324074723095975e-05 1.030567739919268489e-05 1.389953749819012749e-06 -5.764494469334921680e-06 -2.221597117862752673e-06 -5.011691485643638466e-06 -4.267935314703994734e-06 2.789990072057429212e-06 1.022643163786094327e-05
4.370332825264390672e-04 2.408843625752108146e-04 -2.212300636699790870e-04 2.218077421358266143e-04 1.719575360809474490e-05 -5.226086774991492380e-05 -4.635041736158949753e-05 -3.761170295153566748e-05 3.643161926197189892e-05 3.423697280451300706e-04 5.948562083979891981e-05 2.049127148479947216e-05 8.255360793817368323e-06 -2.781770882071389026e-06 1.993829077087635166e-05 7.869715463489596150e-06 2.196526303920270670e-06 6.004681917463204862e-06 1.100782332284992682e-06 -1.648221084027589332e-06 1.373011493176201541e-07
3.883439786952961161e-04 1.127090688720931765e-04 1.337342906744956399e-04 1.120143815660222970e-04 1.072007586209269722e-04 5.315421368960987735e-05 6.955584979569216080e-06 -2.171929648292353896e-05 5.323411890530890044e-06 5.948562083979891981e-05 1.882422726250312787e-04 3.751048936461783706e-05 2.326466903426644640e-05 4.396849211293066502e-06 -4.072708514403095523e-06 7.849410497329285366e-07 -2.502853431123242818e-06 -1.413708401757352481e-06 -1.809772283898204281e-06 3.630827468232281569e-06 1.019652188998566583e-07
1.806123712163375337e-04 -2.433484925076946767e-05 1.376568218726313914e-04 -7.528897848469606773e-06 1.113266469088185711e-04 2.331802422419398661e-05 -2.506070863189896296e-05 2.003106667506640980e-05 6.838560645945171365e-06 2.049127148479947216e-05 3.751048936461783706e-05 1.137011210734995616e-04 2.472800428376927003e-05 1.089500895542469751e-05 7.319911464078519188e-06 7.522712432229657931e-06 3.182219479318937801e-06 5.760654397069826246e-06 4.341315922727726871e-06 4.090544117158018971e-06 1.858326671539346468e-06
2.942028429380399795e-04 -2.041679645479931515e-04 1.391336218456986295e-04 -6.188730956421235700e-05 1.354059034886473735e-05 3.184431564823644607e-05 -2.542205251359264787e-05 4.178913901547075974e-06 1.555324074723095975e-05 8.255360793817368323e-06 2.326466903426644640e-05 2.472800428376927003e-05 7.054134534605263206e-05 1.359592537190244283e-05 6.106324000250056103e-06 1.056846831623318373e-07 1.906154107945990458e-06 6.255612027828329174e-06 3.130189717751931879e-06 3.543405688374175658e-06 1.775370107914813648e-06
1.047631233190568430e-04 -5.175868635109324371e-05 -1.457059270582439514e-05 6.090049316528169988e-05 -9.100402911107442966e-06 2.893469053204063396e-05 1.961555985094187577e-05 6.760336085476984901e-05 1.030567739919268489e-05 -2.781770882071389026e-06 4.396849211293066502e-06 1.089500895542469751e-05 1.359592537190244283e-05 4.873909075043613250e-05 5.848359134607153192e-06 4.133335801798229073e-06 1.939239348000808079e-06 1.567124083909058636e-06 8.097324863306542965e-08 -3.414304909500885191e-07 2.210944005111079629e-06
-5.587212057442327191e-05 1.088592915566513895e-04 -1.579236881838029115e-04 2.886813061872160738e-05 -1.114569307674808737e-06 8.786277970624710066e-06 -6.217384435352114500e-06 -1.299775099353040344e-05 1.389953749819012749e-06 1.993829077087635166e-05 -4.072708514403095523e-06 7.319911464078519188e-06 6.106324000250056103e-06 5.848359134607153192e-06 2.817673888057755741e-05 1.041473118823369602e-05 4.902044537690536749e-06 2.325665986034207945e-06 -7.334910638242838958e-07 -9.332313368798990715e-07 -1.250594145026270282e-06
-2.056729088055894098e-04 -2.290620787352021519e-04 -7.875206287181766327e-07 5.910674565101714051e-05 2.191320946371902575e-05 1.590242076693431348e-05 1.183191482631818830e-05 -1.193566132440116393e-05 -5.764494469334921680e-06 7.869715463489596150e-06 7.849410497329285366e-07 7.522712432229657931e-06 1.056846831623318373e-07 4.133335801798229073e-06 1.041473118823369602e-05 2.285555254491358854e-05 9.480295008001582462e-06 3.267076719865606646e-06 1.836807016014349555e-06 6.650094676179699556e-07 -1.136530678299526042e-06
-3.811710642364896085e-05 -3.447107907772958208e-06 -3.827688398022363971e-05 4.333173708642246505e-05 1.022513582647129409e-05 -2.813149845060224024e-07 -4.310717497524793155e-06 -5.115886831084870576e-07 -2.221597117862752673e-06 2.196526303920270670e-06 -2.502853431123242818e-06 3.182219479318937801e-06 1.906154107945990458e-06 1.939239348000808079e-06 4.902044537690536749e-06 9.480295008001582462e-06 1.707587063324557004e-05 7.269752536937602824e-06 4.071276594607180213e-06 2.319898632818389392e-06 6.213102057745182966e-07
-9.964683519140056414e-05 -1.023059820420741696e-05 5.048406766228579466e-05 2.321471002776404988e-05 1.968851718957019805e-05 3.159730431339335758e-06 -7.800085381120786356e-06 -9.537880693112969987e-07 -5.011691485643638466e-06 6.004681917463204862e-06 -1.413708401757352481e-06 5.760654397069826246e-06 6.255612027828329174e-06 1.567124083909058636e-06 2.325665986034207945e-06 3.267076719865606646e-06 7.269752536937602824e-06 1.559326759524488372e-05 6.680609255303217726e-06 3.230166617071608942e-06 2.486664611034285357e-07
